diacritic,pronunciation,label,values,triggers,weight
GRANDPARENT_4,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.400000000000002
GRANDPARENT_5,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.300000000000002
GRANDPARENT_6,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.000000000000004
null_14,null,nominalizer,{'i_2'},set(),15.0
null_15,null,nominalizer,{'i_2'},"{('i', frozenset({'-atomic'}))}",13.099999999999989
OFFSPRING_1,OFFSPRING,OFFSPRING,set(),set(),10.900000000000002
OFFSPRING_2,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.900000000000002
e_2,e,atomic,{'-atomic'},set(),18.40000000000001
null_16,null,nominalizer,"{'e_1', 'a_2'}",set(),11.3
null_17,null,nominalizer,"{'e_1', 'a_2'}","{('e', frozenset({'-atomic'}))}",10.799999999999997
MILKCOW_3,MILKCOW,MILKCOW,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.200000000000003
MILKCOW_4,MILKCOW,MILKCOW,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",11.600000000000001
PIBLING_1,PIBLING,PIBLING,set(),set(),11.300000000000002
PIBLING_2,PIBLING,PIBLING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.200000000000001
PIBLING_3,PIBLING,PIBLING,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.000000000000002
PIBLING_4,PIBLING,PIBLING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",9.800000000000002
null_18,null,nominalizer,"{'i_2', 'o_2'}","{('o', frozenset({'+atomic'}))}",10.999999999999998
OFFSPRING_3,OFFSPRING,OFFSPRING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",9.300000000000002
OFFSPRING_4,OFFSPRING,OFFSPRING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.900000000000002
CLOWN_1,CLOWN,CLOWN,set(),set(),11.100000000000001
CLOWN_2,CLOWN,CLOWN,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.600000000000001
PIBLING_5,PIBLING,PIBLING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.200000000000003
PIBLING_6,PIBLING,PIBLING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.700000000000001
e_3,e,atomic,{'+atomic'},set(),21.000000000000014
null_19,null,nominalizer,{'o_2'},"{('e', frozenset({'+atomic'}))}",9.600000000000001
FOOT_1,FOOT,FOOT,set(),set(),9.800000000000002
FOOT_2,FOOT,FOOT,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",11.100000000000001
FLOWER_1,FLOWER,FLOWER,set(),set(),10.300000000000002
FLOWER_2,FLOWER,FLOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.500000000000004
CHILD_3,CHILD,CHILD,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.200000000000003
null_20,null,nominalizer,"{'e_1', 'o_2'}",set(),12.399999999999999
null_21,null,nominalizer,"{'e_1', 'o_2'}","{('o', frozenset({'+atomic'}))}",10.299999999999999
MOUSE_3,MOUSE,MOUSE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.200000000000001
MOUSE_4,MOUSE,MOUSE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",11.200000000000001
null_22,null,nominalizer,"{'e_1', 'a_2'}","{('e', frozenset({'+atomic'}))}",11.0
KEY_3,KEY,KEY,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.300000000000002
KEY_4,KEY,KEY,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",11.000000000000002
null_23,null,nominalizer,"{'i_2', 'o_2'}","{('e', frozenset({'+atomic'}))}",10.7
FLOWER_3,FLOWER,FLOWER,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.8
FLOWER_4,FLOWER,FLOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",10.600000000000001
null_24,null,nominalizer,"{'i_2', 'a_2'}",set(),13.6
null_25,null,nominalizer,"{'i_2', 'a_2'}","{('a', frozenset({'+atomic'}))}",10.499999999999998
OFFSPRING_5,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.800000000000002
OFFSPRING_6,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.500000000000002
null_26,null,nominalizer,{'e_1'},"{('e', frozenset({'-atomic'}))}",14.49999999999999
FROG_3,FROG,FROG,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.200000000000003
FROG_4,FROG,FROG,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.400000000000002
BALL_1,BALL,BALL,set(),set(),9.900000000000002
BALL_2,BALL,BALL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.700000000000001
BALL_3,BALL,BALL,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.400000000000002
BALL_4,BALL,BALL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",11.000000000000002
null_27,null,nominalizer,"{'e_1', 'a_2'}","{('a', frozenset({'+atomic'}))}",10.2
null_28,null,nominalizer,"{'i_2', 'a_2'}","{('i', frozenset({'-atomic'}))}",10.999999999999998
CHILD_4,CHILD,CHILD,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.400000000000002
CHILD_5,CHILD,CHILD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",11.4
CHILD_6,CHILD,CHILD,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.9
CHILD_7,CHILD,CHILD,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.300000000000002
CHILD_8,CHILD,CHILD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",9.700000000000001
CHILD_9,CHILD,CHILD,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.600000000000001
PIBLING_7,PIBLING,PIBLING,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.000000000000002
PIBLING_8,PIBLING,PIBLING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.200000000000001
PIBLING_9,PIBLING,PIBLING,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.600000000000001
CAR_1,CAR,CAR,set(),set(),9.200000000000003
CAR_2,CAR,CAR,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",11.9
BOOK_1,BOOK,BOOK,set(),set(),11.600000000000001
BOOK_2,BOOK,BOOK,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.400000000000002
FOOT_3,FOOT,FOOT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.600000000000003
FOOT_4,FOOT,FOOT,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",11.3
null_29,null,nominalizer,{'a_2'},"{('e', frozenset({'+atomic'}))}",10.3
CLOWN_3,CLOWN,CLOWN,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.400000000000002
CLOWN_4,CLOWN,CLOWN,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.900000000000002
CAR_3,CAR,CAR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.800000000000002
CAR_4,CAR,CAR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",12.700000000000001
BOOK_3,BOOK,BOOK,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",9.800000000000002
BOOK_4,BOOK,BOOK,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",12.8
TOWER_1,TOWER,TOWER,set(),set(),9.300000000000002
TOWER_2,TOWER,TOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.700000000000001
TOWER_3,TOWER,TOWER,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",12.500000000000002
TOWER_4,TOWER,TOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",11.700000000000001
null_30,null,nominalizer,"{'e_1', 'o_2'}","{('i', frozenset({'-atomic'}))}",10.499999999999998
null_31,null,nominalizer,"{'e_1', 'o_2'}","{('e', frozenset({'-atomic'}))}",10.699999999999998
OFFSPRING_7,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.500000000000002
OFFSPRING_8,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.000000000000002
OFFSPRING_9,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.000000000000002
null_32,null,nominalizer,"{'e_1', 'a_2'}","{('i', frozenset({'-atomic'}))}",10.399999999999999
GRANDPARENT_7,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.700000000000001
GRANDPARENT_8,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",9.600000000000001
GRANDPARENT_9,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",11.100000000000001
CASTLE_3,CASTLE,CASTLE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.600000000000001
CASTLE_4,CASTLE,CASTLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.200000000000001
null_33,null,nominalizer,"{'i_2', 'a_2'}","{('e', frozenset({'+atomic'}))}",10.1
null_34,null,nominalizer,"{'e_1', 'a_2'}","{('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.399999999999999
null_35,null,nominalizer,"{'e_1', 'a_2'}","{('e', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",10.1
null_36,null,nominalizer,"{'e_1', 'o_2'}","{('o', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.399999999999999
null_37,null,nominalizer,"{'e_1', 'o_2'}","{('e', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",9.9
null_38,null,nominalizer,"{'e_1', 'o_2'}","{('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.2
null_39,null,nominalizer,"{'i_2', 'o_2'}","{('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.2
null_40,null,nominalizer,"{'e_1', 'a_2'}","{('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.2
null_41,null,nominalizer,"{'i_2', 'a_2'}","{('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.2
