diacritic,pronunciation,label,values,triggers,weight
LID_2,LID,LID,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.2
CROSS_1,CROSS,CROSS,set(),set(),10.399999999999999
CROSS_2,CROSS,CROSS,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",11.999999999999998
RINGA_1,RINGA,RINGA,set(),set(),10.299999999999999
RINGA_2,RINGA,RINGA,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.999999999999998
CLOVER_1,CLOVER,CLOVER,set(),set(),10.1
CLOVER_2,CLOVER,CLOVER,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.2
TRIANGLE_1,TRIANGLE,TRIANGLE,set(),set(),11.899999999999995
TRIANGLE_2,TRIANGLE,TRIANGLE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",12.399999999999997
PIECE_3,PIECE,PIECE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.899999999999995
PIECE_4,PIECE,PIECE,set(),"{('i', frozenset({'-atomic'})), ('o', frozenset({'+atomic'})), ('null', frozenset())}",10.500000000000002
HOLE_1,HOLE,HOLE,set(),set(),10.299999999999999
HOLE_2,HOLE,HOLE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.399999999999999
SEMICIRCLE_1,SEMICIRCLE,SEMICIRCLE,set(),set(),10.799999999999999
SEMICIRCLE_2,SEMICIRCLE,SEMICIRCLE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.799999999999999
PLACE_1,PLACE,PLACE,set(),set(),10.299999999999999
PLACE_2,PLACE,PLACE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.499999999999998
LOCOMOTIVE_1,LOCOMOTIVE,LOCOMOTIVE,set(),set(),11.999999999999998
LOCOMOTIVE_2,LOCOMOTIVE,LOCOMOTIVE,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.399999999999999
DAYB_1,DAYB,DAYB,set(),set(),10.699999999999998
DAYB_2,DAYB,DAYB,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.199999999999998
PAIR_1,PAIR,PAIR,set(),set(),10.1
PAIR_2,PAIR,PAIR,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.299999999999999
HAMSTER_1,HAMSTER,HAMSTER,set(),set(),10.399999999999999
HAMSTER_2,HAMSTER,HAMSTER,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.7
PIECEDIM_1,PIECEDIM,PIECEDIM,set(),set(),11.099999999999996
PIECEDIM_2,PIECEDIM,PIECEDIM,set(),"{('i', frozenset({'-atomic'})), ('null', frozenset())}",9.700000000000001
null_21,null,nominalizer,"{'e_2', 'a_2'}","{('a', frozenset({'+atomic'}))}",17.9
null_22,null,nominalizer,"{'e_2', 'a_2'}","{('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",15.499999999999986
null_23,null,nominalizer,"{'e_2', 'a_2'}","{('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",16.499999999999993
BOOK_3,BOOK,BOOK,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.899999999999999
BOOK_4,BOOK,BOOK,set(),"{('i', frozenset({'-atomic'})), ('o', frozenset({'+atomic'})), ('null', frozenset())}",10.3
FIGURE_1,FIGURE,FIGURE,set(),set(),10.1
FIGURE_2,FIGURE,FIGURE,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.0
null_24,null,nominalizer,"{'i_1', 'o_1'}",set(),16.599999999999994
null_25,null,nominalizer,"{'i_1', 'o_1'}","{('i', frozenset({'-atomic'}))}",12.69999999999999
MOUSEDIM_1,MOUSEDIM,MOUSEDIM,set(),set(),10.899999999999999
MOUSEDIM_2,MOUSEDIM,MOUSEDIM,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.099999999999998
null_26,null,nominalizer,"{'i_1', 'o_1'}","{('o', frozenset({'+atomic'}))}",10.499999999999998
null_27,null,nominalizer,"{'i_1', 'o_1'}","{('i', frozenset({'-atomic'})), ('o', frozenset({'+atomic'}))}",10.8
FIRE_1,FIRE,FIRE,set(),set(),10.299999999999999
FIRE_2,FIRE,FIRE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.7
POT_1,POT,POT,set(),set(),10.1
POT_2,POT,POT,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.0
BOTTLE_1,BOTTLE,BOTTLE,set(),set(),10.799999999999999
BOTTLE_2,BOTTLE,BOTTLE,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.799999999999999
CANDLE_1,CANDLE,CANDLE,set(),set(),10.399999999999999
CANDLE_2,CANDLE,CANDLE,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",11.799999999999999
la_2,la,definite,"{'+atomic', '-definite'}",set(),9.400000000000002
la_3,la,definite,{'+atomic'},set(),124.39999999999725
null_28,null,nominalizer,{'la_2'},set(),10.0
null_29,null,nominalizer,{'la_2'},"{('a', frozenset({'+atomic'}))}",10.0
THING_1,THING,THING,set(),set(),11.799999999999994
THING_2,THING,THING,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",11.499999999999996
MOON_1,MOON,MOON,set(),set(),11.999999999999996
MOON_2,MOON,MOON,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",14.799999999999994
l_2,l,definite,{'+atomic'},set(),325.90000000000566
a_3,a,Agr,{'-definite'},set(),114.19999999999786
o_3,o,Agr,{'+definite'},set(),228.09999999999133
CAT_1,CAT,CAT,set(),set(),13.999999999999988
CAT_2,CAT,CAT,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",15.899999999999988
FOX_1,FOX,FOX,set(),set(),11.099999999999998
FOX_2,FOX,FOX,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",12.699999999999998
BOOKDIM_1,BOOKDIM,BOOKDIM,set(),set(),15.89999999999998
BOOKDIM_2,BOOKDIM,BOOKDIM,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",16.39999999999999
HORSEDIM_1,HORSEDIM,HORSEDIM,set(),set(),10.799999999999997
HORSEDIM_2,HORSEDIM,HORSEDIM,set(),"{('i', frozenset({'-atomic'})), ('null', frozenset())}",10.9
CAROUSEL_1,CAROUSEL,CAROUSEL,set(),set(),10.599999999999998
CAROUSEL_2,CAROUSEL,CAROUSEL,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",11.099999999999998
BAMBINO_1,BAMBINO,BAMBINO,set(),set(),11.999999999999993
BAMBINO_2,BAMBINO,BAMBINO,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.699999999999996
FAIRY_1,FAIRY,FAIRY,set(),set(),10.1
FAIRY_2,FAIRY,FAIRY,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.6
WHALE_1,WHALE,WHALE,set(),set(),11.399999999999999
WHALE_2,WHALE,WHALE,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.999999999999998
COUNTRY_1,COUNTRY,COUNTRY,set(),set(),10.399999999999999
COUNTRY_2,COUNTRY,COUNTRY,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",10.6
PLURAL_1,PLURAL,PLURAL,set(),set(),10.1
PLURAL_2,PLURAL,PLURAL,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",10.6
TOOTH_1,TOOTH,TOOTH,set(),set(),10.1
TOOTH_2,TOOTH,TOOTH,set(),"{('i', frozenset({'-atomic'})), ('null', frozenset())}",11.099999999999998
null_30,null,nominalizer,"{'e_2', 'a_2'}","{('e', frozenset({'+atomic'}))}",9.9
null_31,null,nominalizer,"{'e_2', 'a_2'}","{('e', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",9.700000000000001
null_32,null,nominalizer,"{'e_2', 'a_2'}","{('e', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.800000000000002
BALL_3,BALL,BALL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",13.9
BALL_4,BALL,BALL,set(),"{('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'})), ('null', frozenset())}",16.800000000000004
STONEB_1,STONEB,STONEB,set(),set(),10.399999999999999
STONEB_2,STONEB,STONEB,set(),"{('i', frozenset({'-atomic'})), ('null', frozenset())}",10.6
KICKAAUG_1,KICKAAUG,KICKAAUG,set(),set(),10.0
KICKAAUG_2,KICKAAUG,KICKAAUG,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",10.1
BABY_1,BABY,BABY,set(),set(),12.199999999999996
BABY_2,BABY,BABY,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.299999999999999
SOCKDIMA_1,SOCKDIMA,SOCKDIMA,set(),set(),10.299999999999999
SOCKDIMA_2,SOCKDIMA,SOCKDIMA,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.0
FLOOR_1,FLOOR,FLOOR,set(),set(),10.2
FLOOR_2,FLOOR,FLOOR,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.2
SNAILA_1,SNAILA,SNAILA,set(),set(),11.899999999999995
SNAILA_2,SNAILA,SNAILA,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",11.899999999999995
HEDGEHOG_1,HEDGEHOG,HEDGEHOG,set(),set(),11.599999999999996
HEDGEHOG_2,HEDGEHOG,HEDGEHOG,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.599999999999998
WHEELB_3,WHEELB,WHEELB,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",12.599999999999996
WHEELB_4,WHEELB,WHEELB,set(),"{('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'})), ('null', frozenset())}",12.100000000000001
CONSTRUCTION_1,CONSTRUCTION,CONSTRUCTION,set(),set(),10.6
CONSTRUCTION_2,CONSTRUCTION,CONSTRUCTION,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",10.1
PAPERDIM_1,PAPERDIM,PAPERDIM,set(),set(),10.0
PAPERDIM_2,PAPERDIM,PAPERDIM,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.2
PAPER_1,PAPER,PAPER,set(),set(),10.699999999999998
PAPER_2,PAPER,PAPER,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.0
CAR_1,CAR,CAR,set(),set(),13.299999999999992
CAR_2,CAR,CAR,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",16.09999999999999
SEATDIM_1,SEATDIM,SEATDIM,set(),set(),10.1
SEATDIM_2,SEATDIM,SEATDIM,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.0
null_33,null,nominalizer,{'a_2'},"{('null', frozenset({'+atomic'}))}",6.700000000000012
BIKE_1,BIKE,BIKE,set(),set(),10.399999999999999
BIKE_2,BIKE,BIKE,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset())}",10.399999999999999
ROOSTER_1,ROOSTER,ROOSTER,set(),set(),10.299999999999999
ROOSTER_2,ROOSTER,ROOSTER,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.999999999999998
BAMBINO_3,BAMBINO,BAMBINO,set(),"{('i', frozenset({'-atomic'})), ('null', frozenset())}",10.6
BAMBINO_4,BAMBINO,BAMBINO,set(),"{('i', frozenset({'-atomic'})), ('o', frozenset({'+atomic'})), ('null', frozenset())}",9.200000000000003
BATHDIM_1,BATHDIM,BATHDIM,set(),set(),10.2
BATHDIM_2,BATHDIM,BATHDIM,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.299999999999999
PEARLDIM_1,PEARLDIM,PEARLDIM,set(),set(),10.1
PEARLDIM_2,PEARLDIM,PEARLDIM,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.2
RAIN_1,RAIN,RAIN,set(),set(),10.1
RAIN_2,RAIN,RAIN,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",10.7
RABBIT_1,RABBIT,RABBIT,set(),set(),10.799999999999997
RABBIT_2,RABBIT,RABBIT,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.7
CELERY_1,CELERY,CELERY,set(),set(),10.0
CELERY_2,CELERY,CELERY,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.1
CASTLE_1,CASTLE,CASTLE,set(),set(),11.399999999999995
CASTLE_2,CASTLE,CASTLE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.299999999999997
HORSE_1,HORSE,HORSE,set(),set(),15.399999999999984
HORSE_2,HORSE,HORSE,set(),"{('i', frozenset({'-atomic'})), ('null', frozenset())}",11.599999999999996
null_34,null,nominalizer,"{'i_1', 'o_1'}","{('e', frozenset({'+atomic'}))}",10.0
null_35,null,nominalizer,"{'i_1', 'o_1'}","{('null', frozenset({'+atomic'}))}",10.4
HORSE_3,HORSE,HORSE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",13.79999999999999
HORSE_4,HORSE,HORSE,set(),"{('i', frozenset({'-atomic'})), ('o', frozenset({'+atomic'})), ('null', frozenset())}",10.500000000000005
QUEEN_1,QUEEN,QUEEN,set(),set(),13.699999999999996
QUEEN_2,QUEEN,QUEEN,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",13.499999999999995
KING_1,KING,KING,set(),set(),11.599999999999994
KING_2,KING,KING,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset())}",11.099999999999996
BABY_3,BABY,BABY,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset())}",11.499999999999998
SOFA_1,SOFA,SOFA,set(),set(),10.999999999999996
SOFA_2,SOFA,SOFA,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.699999999999998
